accession,tax_id,organism_name,common_name
GCA_904813385.1,42733,Echymipera kalubu,Kalubu echymipera
GCA_904812495.1,54087,Petrogale mareeba,
GCA_904810625.1,90765,Sminthopsis ooldea,Ooldea dunnart
GCA_904812475.1,65614,Petrogale persephone,Proserpine rock wallaby
GCA_904811135.1,9316,Macropus fuliginosus,western gray kangaroo
GCA_904810995.1,32549,Myoictis melas,three-striped marsupial mouse
GCA_904813195.1,9333,Pseudocheirus peregrinus,common ring-tailed possum
GCA_904811065.1,120737,Isoodon macrourus macrourus,
GCA_904810615.1,9299,Pseudantechinus macdonnellensis,fat-tailed pseudantechinus
GCA_904813435.1,9330,Wallabia bicolor,swamp wallaby
GCA_904813155.1,69259,Bettongia penicillata,woylie
GCA_904810635.1,71385,Antechinus godmani,Atherton antechinus
GCA_904812835.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811125.1,661127,Petaurus abidi,Northern glider
GCA_904811165.1,37736,Murexia longicaudata,short-furred dasyure
GCA_904812275.1,54091,Petrogale xanthopus celeris,
GCA_904813455.1,146632,Petauroides volans,greater glider
GCA_904812505.1,54089,Petrogale sharmani,
GCA_904812595.1,1648428,Petrogale brachyotis victoriae,
GCA_913248055.1,172274,Petrogale lateralis pearsoni,
GCA_904811655.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811025.1,9321,Osphranter rufus,red kangaroo
GCA_904812025.1,38629,Microperoryctes longicauda,striped bandicoot
GCA_904813215.1,9333,Pseudocheirus peregrinus,common ring-tailed possum
GCA_904811585.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811405.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811615.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811075.1,65634,Lagostrophus fasciatus,banded hare-wallaby
GCA_904813055.1,65628,Peroryctes raffrayana,Raffray's bandicoot
GCA_904811035.1,32556,Planigale gilesi,flat-skulled marsupial mouse
GCA_904813395.1,69270,Dorcopsulus vanheurni,lesser forest wallaby
GCA_904811605.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904813545.1,190653,Cercartetus nanus,
GCA_904811715.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811665.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811485.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904813165.1,65621,Bettongia lesueur,boodie
GCA_904811765.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811205.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904810785.1,175813,Wyulda squamicaudata,
GCA_904810925.1,9317,Macropus giganteus,eastern gray kangaroo
GCA_904811775.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904813185.1,9281,Dasyurus maculatus,spotted-tailed quoll
GCA_904813115.1,92651,Macrotis lagotis,bilby
GCA_904811645.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904813235.1,29139,Vombatus ursinus,common wombat
GCA_904813515.1,65612,Isoodon obesulus,southern brown bandicoot
GCA_904811745.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811625.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811725.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811595.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904813245.1,596271,Strigocuscus pelengensis,Banggai cuscus
GCA_904813095.1,63143,Dasyurus geoffroii,western quoll
GCA_904811575.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904812085.1,65610,Echymipera clara,Clara's echymipera
GCA_904812115.1,29139,Vombatus ursinus,common wombat
GCA_904811345.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811385.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811435.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811095.1,38602,Cercartetus caudatus,long-tailed pygmy possum
GCA_904811465.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904810685.1,190652,Cercartetus lepidus,
GCA_904811545.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811395.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811245.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904813085.1,120740,Isoodon obesulus obesulus,
GCA_904813125.1,37699,Notoryctes typhlops,marsupial mole
GCA_904811365.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811185.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811305.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811695.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811505.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811735.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811635.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811335.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811685.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904813405.1,114227,Onychogalea fraenata,bridled nail-tailed wallaby
GCA_904811215.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811515.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904810825.1,596258,Petropseudes dahli,Rock-haunting ringtail
GCA_904811705.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904810765.1,30670,Setonix brachyurus,quokka
GCA_904811445.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904810835.1,65624,Lagorchestes conspicillatus,spectacled hare-wallaby
GCA_904811255.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904812425.1,172272,Petrogale lateralis hacketti,
GCA_904811475.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811525.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904810805.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811055.1,38616,Dactylopsila trivirgata,striped possum
GCA_904811195.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811235.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811425.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811495.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811565.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811315.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811415.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811535.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811325.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904813135.1,92651,Macrotis lagotis,bilby
GCA_904811675.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904812965.1,65624,Lagorchestes conspicillatus,spectacled hare-wallaby
GCA_904811355.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811755.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811295.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811375.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811555.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904812125.1,120740,Isoodon obesulus obesulus,
GCA_904812255.1,120742,Isoodon obesulus affinis,
GCA_904812905.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904813485.1,38632,Tarsipes rostratus,honey possum
GCA_904812155.1,65612,Isoodon obesulus,southern brown bandicoot
GCA_904810725.1,596260,Pseudochirulus herbertensis,Herbert river ringtail
GCA_904811965.1,65612,Isoodon obesulus,southern brown bandicoot
GCA_904810915.1,60701,Antechinomys laniger,
GCA_904811455.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811015.1,120736,Isoodon auratus barrowensis,
GCA_904811815.1,9297,Planigale maculata,pygmy planigale
GCA_904811895.1,175811,Trichosurus arnhemensis,Northern Brushtail Possum
GCA_904811285.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811265.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904813985.1,9295,Phascolosorex dorsalis,narrow-striped marsupial shrew
GCA_904812215.1,120742,Isoodon obesulus affinis,
GCA_904811795.1,120742,Isoodon obesulus affinis,
GCA_904813945.1,32545,Dasyurus albopunctatus,New Guinean quoll
GCA_904811785.1,120742,Isoodon obesulus affinis,
GCA_904812145.1,65612,Isoodon obesulus,southern brown bandicoot
GCA_904811985.1,65612,Isoodon obesulus,southern brown bandicoot
GCA_904811275.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904811835.1,120739,Isoodon obesulus peninsulae,
GCA_904811885.1,120741,Isoodon obesulus nauticus,
GCA_904812135.1,120740,Isoodon obesulus obesulus,
GCA_904813765.1,9280,Dasyurus hallucatus,northern quoll
GCA_904814025.1,9295,Phascolosorex dorsalis,narrow-striped marsupial shrew
GCA_904813965.1,418657,Murexia rothschildi,short-haired marsupial mouse
GCA_904814085.1,400481,Antechinus agilis,Agile antechinus
GCA_904810885.1,418663,Murexia melanurus,Black-tailed dasyure
GCA_904810695.1,32551,Neophascogale lorentzii,long-clawed marsupial mouse
GCA_904811935.1,120740,Isoodon obesulus obesulus,
GCA_904811825.1,120742,Isoodon obesulus affinis,
GCA_904812295.1,120743,Isoodon fusciventer,
GCA_904811085.1,88868,Notamacropus rufogriseus banksianus,
GCA_904813665.1,90761,Sminthopsis leucopus,white-footed dunnart
GCA_904813865.1,290592,Myoictis leucura,
GCA_904814035.1,60701,Antechinomys laniger,
GCA_904811145.1,65611,Echymipera rufescens,long-nosed echymipera
GCA_904813735.1,90757,Sminthopsis bindi,
GCA_904810865.1,699040,Pseudochirops albertisii,D'Albertis' ringtail
GCA_904811175.1,1031270,Isoodon auratus auratus,
GCA_904814015.1,272619,Pseudantechinus roryi,Rory Cooper's false Antechinus
GCA_904812845.1,120742,Isoodon obesulus affinis,
GCA_904811845.1,120741,Isoodon obesulus nauticus,
GCA_904813825.1,9280,Dasyurus hallucatus,northern quoll
GCA_904814065.1,75753,Sminthopsis aitkeni,Kangaroo Island dunnart
GCA_904812875.1,120743,Isoodon fusciventer,
GCA_904812175.1,37698,Isoodon macrourus,northern brown bandicoot
GCA_904813635.1,65606,Antechinus leo,cinnamon antechinus
GCA_904813815.1,90770,Sminthopsis youngsoni,lesser hairy-footed dunnart
GCA_904812205.1,120742,Isoodon obesulus affinis,
GCA_904814305.1,32553,Ningaui ridei,Wongai ningaui
GCA_904811805.1,120740,Isoodon obesulus obesulus,
GCA_904811955.1,65612,Isoodon obesulus,southern brown bandicoot
GCA_904813685.1,32554,Ningaui yvonnae,southern ningaui
GCA_904814205.1,418657,Murexia rothschildi,short-haired marsupial mouse
GCA_904813105.1,65629,Pseudochirops corinnae,golden ringtail possum
GCA_904813575.1,32553,Ningaui ridei,Wongai ningaui
GCA_904811945.1,65612,Isoodon obesulus,southern brown bandicoot
GCA_904811905.1,120739,Isoodon obesulus peninsulae,
GCA_904813995.1,60702,Ningaui timealeyi,Pilbara ningaui
GCA_904810595.1,120735,Perameles bougainville,western barred bandicoot
GCA_904812165.1,37698,Isoodon macrourus,northern brown bandicoot
GCA_904813715.1,32560,Sminthopsis murina,narrow-footed marsupial mouse
GCA_904811005.1,120743,Isoodon fusciventer,
GCA_904814075.1,71386,Antechinus minimus,swamp antechinus
GCA_904811225.1,1031270,Isoodon auratus auratus,
GCA_904814135.1,1981332,Dasycercus blythi,Brush-tailed Mulgara
GCA_904814175.1,9299,Pseudantechinus macdonnellensis,fat-tailed pseudantechinus
GCA_904813795.1,32542,Dasycercus cristicauda,Crest-tailed Mulgara
GCA_904813975.1,290591,Myoictis wavicus,
GCA_904814265.1,33560,Dasykaluta rosamondae,little red kaluta
GCA_904813785.1,34895,Planigale ingrami,
GCA_904813625.1,418664,Murexia habbema,Habbema dasyure
GCA_904811915.1,120739,Isoodon obesulus peninsulae,
GCA_904813655.1,32558,Pseudantechinus ningbing,ningbing antechinus
GCA_904812185.1,120742,Isoodon obesulus affinis,
GCA_904814105.1,75756,Sminthopsis griseoventer,gray-bellied dunnart
GCA_904812005.1,293818,Strigocuscus celebensis,little Celebes cuscus
GCA_904814215.1,38629,Microperoryctes longicauda,striped bandicoot
GCA_904813925.1,63144,Myoictis wallacei,
GCA_904813645.1,90759,Sminthopsis granulipes,white-tailed dunnart
GCA_904813605.1,9280,Dasyurus hallucatus,northern quoll
GCA_904813935.1,926694,Dorcopsis hageni,White-striped Dorcopsis
GCA_904814155.1,65607,Dactylopsila palpator,long-fingered triok
GCA_904813565.1,71384,Antechinus bellus,fawn antechinus
GCA_904813695.1,9319,Osphranter robustus,common wallaroo
GCA_904814115.1,75754,Sminthopsis dolichura,little long-tailed dunnart
GCA_904813955.1,175809,Phalanger vestitus,Stein's cuscus
GCA_904813915.1,926694,Dorcopsis hageni,White-striped Dorcopsis
GCA_904813805.1,60701,Antechinomys laniger,
GCA_904811875.1,120740,Isoodon obesulus obesulus,
GCA_904811865.1,120740,Isoodon obesulus obesulus,
GCA_904813775.1,90767,Sminthopsis virginiae,red-cheeked dunnart
GCA_904810935.1,2547910,Antechinus mimetes,
GCA_904811115.1,203824,Notoryctes caurinus,
GCA_904814355.1,196387,Notamacropus irma,western bush wallaby
GCA_904812065.1,223567,Caloprymnus campestris,desert rat kangaroo
GCA_904814255.1,65611,Echymipera rufescens,long-nosed echymipera
GCA_904814285.1,9313,Notamacropus agilis,Agile wallaby
GCA_904812985.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904812195.1,120742,Isoodon obesulus affinis,
GCA_904814045.1,75755,Sminthopsis gilberti,Gilbert's dunnart
GCA_904813885.1,175810,Spilocuscus maculatus,
GCA_904810585.1,30670,Setonix brachyurus,quokka
GCA_904813745.1,122272,Petaurus norfolcensis,squirrel glider
GCA_904814235.1,65613,Microperoryctes papuensis,Papuan bandicoot
GCA_904813875.1,699039,Pseudochirulus canescens,Lowland ringtail
GCA_904814095.1,30670,Setonix brachyurus,quokka
GCA_904814325.1,164530,Microperoryctes longicauda magnus,
GCA_904814275.1,926694,Dorcopsis hageni,White-striped Dorcopsis
GCA_904813755.1,65611,Echymipera rufescens,long-nosed echymipera
GCA_904811925.1,120742,Isoodon obesulus affinis,
GCA_904814055.1,596258,Petropseudes dahli,Rock-haunting ringtail
GCA_904814315.1,135160,Bettongia tropica,Northern bettong
GCA_904813895.1,37702,Pseudochirops cupreus,coppery ringtail possum
GCA_904812995.1,65632,Lagorchestes hirsutus,rufous hare-wallaby
GCA_904810675.1,65607,Dactylopsila palpator,long-fingered triok
GCA_904814145.1,38621,Pseudochirops archeri,green ringtail possum
GCA_904810945.1,9314,Osphranter antilopinus,antelopine kangaroo
GCA_904811975.1,223567,Caloprymnus campestris,desert rat kangaroo
GCA_904813855.1,114229,Spilocuscus rufoniger,black-spotted cuscus
GCA_904810795.1,190651,Cercartetus concinnus,
GCA_904813675.1,190651,Cercartetus concinnus,
GCA_904814295.1,596256,Hemibelideus lemuroides,Lemur-like ringtail
GCA_904813845.1,710129,Thylogale browni,Brown's pademelon
GCA_904814335.1,926694,Dorcopsis hageni,White-striped Dorcopsis
GCA_904813835.1,65610,Echymipera clara,Clara's echymipera
GCA_904814165.1,65615,Phalanger gymnotis,
GCA_904814245.1,282342,Petaurus australis,yellow-bellied glider
GCA_904814225.1,38616,Dactylopsila trivirgata,striped possum
GCA_904812095.1,1031281,Rhynchomeles prattorum,Seram bandicoot
GCA_904810775.1,88869,Notamacropus rufogriseus rufogriseus,
GCA_904810525.1,33560,Dasykaluta rosamondae,little red kaluta
GCA_904810565.1,32559,Pseudantechinus woolleyae,Woolley's pseudantechinus
GCA_904814185.1,175808,Phalanger sericeus,
GCA_904813725.1,710129,Thylogale browni,Brown's pademelon
GCA_904810605.1,120735,Perameles bougainville,western barred bandicoot
GCA_904810545.1,418664,Murexia habbema,Habbema dasyure
GCA_904814195.1,88212,Phalanger lullulae,woodlark cuscus
GCA_904812285.1,32553,Ningaui ridei,Wongai ningaui
GCA_904814365.1,60701,Antechinomys laniger,
GCA_904813705.1,37699,Notoryctes typhlops,marsupial mole
GCA_904845325.1,38623,Phalanger carmelitae,mountain cuscus
GCA_904810975.1,75756,Sminthopsis griseoventer,gray-bellied dunnart
GCA_904810855.1,418657,Murexia rothschildi,short-haired marsupial mouse
GCA_904814125.1,699038,Pseudochirulus caroli,Weyland ringtail
GCA_904812045.1,1636722,Bettongia anhydra,
GCA_904812055.1,32553,Ningaui ridei,Wongai ningaui
GCA_904810655.1,90760,Sminthopsis hirtipes,hairy-footed dunnart
GCA_904814345.1,32554,Ningaui yvonnae,southern ningaui
GCA_904810815.1,65615,Phalanger gymnotis,
GCA_904845285.1,92651,Macrotis lagotis,bilby
GCA_904810905.1,38621,Pseudochirops archeri,green ringtail possum
GCA_904810735.1,223568,Bettongia gaimardi,Tasmanian bettong
GCA_904810875.1,596256,Hemibelideus lemuroides,Lemur-like ringtail
GCA_904810955.1,9280,Dasyurus hallucatus,northern quoll
GCA_904810665.1,992409,Caluromys derbianus,Derby's woolly opossum
GCA_904810645.1,9295,Phascolosorex dorsalis,narrow-striped marsupial shrew
GCA_904810965.1,120742,Isoodon obesulus affinis,
GCA_904812075.1,55310,Potorous longipes,long-footed potoroo
GCA_904810715.1,9291,Parantechinus apicalis,southern dibbler
GCA_904810535.1,60702,Ningaui timealeyi,Pilbara ningaui
GCA_904813415.1,114227,Onychogalea fraenata,bridled nail-tailed wallaby
GCA_020881995.2,9606,Homo sapiens,human
GCA_016894425.1,9606,Homo sapiens,human
GCA_023065335.1,9823,Sus scrofa,pig
GCA_023065355.1,9823,Sus scrofa,pig
GCA_030378505.1,9913,Bos taurus,cattle
GCA_030512445.1,9940,Ovis aries,sheep
